loan_id,borrower_id,origination_date,maturity_date,product_type,region,sector,employment_type,age,gender,marital_status,education_level,monthly_income_npr,credit_score,loan_amount_npr,interest_rate_pct,term_months,collateral_type,pd,lgd,ead,expected_loss_npr,status,days_past_due,defaulted_flag,current_balance_npr,recovered_amount_npr,vintage,npa_flag,realized_loss_npr
L001321,B00657,2024-03-02,2027-03-02,personal,Bagmati,retail,salaried,22,F,married,bachelor,57572,684,68486,13.53,36,guarantee,0.2946,0.4603,70623.67,9575.71,30_dpd,40,0,11232.14,0.0,2024-Q1,0,0.0
L001322,B01104,2023-01-18,2026-01-18,personal,Bagmati,health,informal,34,M,single,bachelor,49890,760,234347,15.47,36,none,0.0614,0.7665,234451.63,11029.7,current,0,0,24160.37,0.0,2023-Q1,0,0.0
L001323,B01168,2025-01-09,2029-01-09,personal,Koshi,retail,salaried,51,M,single,secondary,59817,765,38464,15.36,48,none,0.0561,0.7604,37133.99,1583.01,60_dpd,83,0,19096.13,0.0,2025-Q1,0,0.0
L001324,B01588,2024-10-14,2027-10-14,personal,Gandaki,retail,salaried,43,M,married,bachelor,74211,556,64711,15.2,36,none,0.4,0.6893,64148.48,17686.61,90_dpd,90,0,10601.39,0.0,2024-Q4,1,0.0
L001325,B00718,2021-10-01,2024-10-01,personal,Gandaki,agriculture,salaried,67,M,married,bachelor,76240,769,68100,14.76,36,none,0.0523,0.7793,67173.55,2737.45,current,0,0,23686.9,0.0,2021-Q4,0,0.0
L001326,B00316,2024-08-16,2027-08-16,home,Sudurpashchim,construction,self-employed,36,M,single,primary,60779,702,3567641,13.78,36,guarantee,0.1746,0.5004,3785093.77,330664.02,30_dpd,49,0,2484373.05,0.0,2024-Q3,0,0.0
L001327,B01174,2021-05-10,2024-05-10,SME,Madhesh,manufacturing,business_owner,49,M,married,primary,99753,726,512042,13.43,36,guarantee,0.1523,0.4616,536274.91,37713.33,current,0,0,369380.44,0.0,2021-Q2,0,0.0
L001328,B00495,2026-06-12,2028-06-12,SME,Madhesh,construction,salaried,66,M,married,master,81852,661,1117248,11.96,24,property,0.4,0.2581,1137975.89,117484.97,closed,0,0,0.0,0.0,2026-Q2,0,0.0
L001329,B01584,2023-03-14,2027-03-14,personal,Lumbini,manufacturing,salaried,57,F,married,secondary,46271,803,48249,18.18,48,guarantee,0.0325,0.3597,49911.47,583.11,30_dpd,35,0,12969.41,0.0,2023-Q1,0,0.0
L001330,B00072,2025-04-09,2026-10-09,personal,Madhesh,agriculture,self-employed,46,F,married,secondary,53595,702,51712,14.78,18,guarantee,0.2046,0.4063,53714.53,4464.18,30_dpd,47,0,39338.97,0.0,2025-Q2,0,0.0
L001331,B01313,2025-06-17,2027-06-17,SME,Sudurpashchim,retail,salaried,48,M,married,bachelor,122031,635,413636,10.08,24,guarantee,0.4,0.4696,386221.27,72540.45,closed,0,0,0.0,0.0,2025-Q2,0,0.0
L001332,B00958,2021-02-16,2026-02-16,personal,Karnali,agriculture,salaried,55,M,single,secondary,48137,597,222908,16.47,60,none,0.4,0.6921,216269.99,59872.84,30_dpd,32,0,75054.82,0.0,2021-Q1,0,0.0
L001333,B01599,2023-12-07,2024-12-07,micro,Madhesh,retail,self-employed,53,F,single,master,110265,757,41832,22.21,12,none,0.0649,0.85,39079.78,2156.17,30_dpd,51,0,4913.77,0.0,2023-Q4,0,0.0
L001334,B01296,2021-10-06,2023-04-06,home,Bagmati,education,salaried,39,M,divorced,secondary,52887,647,999006,11.9,18,property,0.4,0.1792,959058.14,68737.66,current,0,0,657348.95,0.0,2021-Q4,0,0.0
L001335,B00590,2023-01-18,2024-01-18,personal,Karnali,services,business_owner,57,M,married,bachelor,96796,691,52451,15.5,12,cash_deposit,0.2566,0.214,51429.7,2824.49,current,0,0,8530.27,0.0,2023-Q1,0,0.0
L001336,B00290,2023-05-19,2029-05-19,personal,Sudurpashchim,education,salaried,39,F,single,secondary,72933,632,131082,16.37,72,guarantee,0.4,0.4568,121170.71,22142.11,30_dpd,50,0,112333.58,0.0,2023-Q2,0,0.0
L001337,B01570,2025-05-18,2028-05-18,home,Lumbini,manufacturing,salaried,59,M,married,master,41541,769,383860,10.1,36,property,0.0223,0.3046,382166.27,2595.57,current,0,0,96093.92,0.0,2025-Q2,0,0.0
L001338,B00053,2025-08-11,2027-02-11,auto,Lumbini,construction,agriculture,48,M,divorced,bachelor,55018,708,224974,15.76,18,guarantee,0.1501,0.3958,234328.18,13924.59,current,0,0,146883.38,0.0,2025-Q3,0,0.0
L001339,B00979,2025-05-25,2026-11-25,personal,Madhesh,services,business_owner,65,F,widowed,primary,107174,783,89921,13.57,18,none,0.0419,0.5921,95904.74,2378.09,defaulted,105,1,77199.39,363.74,2025-Q2,1,2014.3500000000001
L001340,B01049,2021-05-18,2024-05-18,personal,Karnali,retail,salaried,67,M,married,bachelor,89376,666,94425,12.64,36,cash_deposit,0.4,0.3261,91563.02,11943.5,current,0,0,27660.46,0.0,2021-Q2,0,0.0
L001341,B01565,2022-09-24,2027-09-24,auto,Madhesh,wholesale,self-employed,43,F,single,bachelor,29318,623,336929,12.23,60,cash_deposit,0.4,0.3607,342675.33,49436.79,current,0,0,242734.69,0.0,2022-Q3,0,0.0
L001342,B00572,2021-08-08,2023-02-08,home,Madhesh,retail,business_owner,41,M,single,bachelor,146176,695,686536,14.63,18,cash_deposit,0.2666,0.2655,694018.31,49119.95,current,0,0,393744.66,0.0,2021-Q3,0,0.0
L001343,B01677,2021-11-04,2023-11-04,auto,Bagmati,manufacturing,informal,26,F,single,master,41873,647,354809,16.48,24,vehicle,0.4,0.4844,363747.84,70479.0,current,0,0,135063.1,0.0,2021-Q4,0,0.0
L001344,B00542,2023-10-26,2028-10-26,micro,Koshi,health,informal,60,O,divorced,secondary,21170,700,68408,16.0,60,guarantee,0.2133,0.3136,64132.56,4289.9,current,0,0,47812.77,0.0,2023-Q4,0,0.0
L001345,B01400,2021-11-28,2022-11-28,auto,Bagmati,construction,informal,44,M,married,master,42216,675,943146,15.87,12,guarantee,0.3187,0.4386,884542.8,123625.39,current,0,0,707450.41,0.0,2021-Q4,0,0.0
L001346,B00808,2021-07-30,2023-01-30,home,Lumbini,services,salaried,41,F,married,secondary,59460,720,749534,12.26,18,cash_deposit,0.1092,0.2322,698969.08,17724.67,current,0,0,326999.52,0.0,2021-Q3,0,0.0
L001347,B00029,2021-02-12,2025-02-12,home,Sudurpashchim,manufacturing,salaried,45,M,single,master,73137,753,362172,11.31,48,guarantee,0.0401,0.4781,390572.6,7483.23,closed,0,0,0.0,0.0,2021-Q1,0,0.0
L001348,B00702,2024-01-13,2027-01-13,home,Karnali,retail,agriculture,26,M,married,secondary,61225,686,4922905,15.06,36,cash_deposit,0.2534,0.3152,5016713.5,400640.92,current,0,0,4431534.89,0.0,2024-Q1,0,0.0
L001349,B00929,2024-05-22,2025-11-22,SME,Karnali,wholesale,salaried,46,M,divorced,bachelor,105329,638,1351007,12.3,18,property,0.4,0.2491,1265445.85,126065.91,current,0,0,1264510.52,0.0,2024-Q2,0,0.0
L001350,B01601,2021-12-06,2023-12-06,personal,Bagmati,retail,business_owner,65,M,married,secondary,72379,735,194449,17.5,24,guarantee,0.101,0.5801,190690.96,11175.69,90_dpd,113,0,30378.52,0.0,2021-Q4,1,0.0
L001351,B00327,2024-11-07,2027-11-07,home,Koshi,agriculture,salaried,27,M,married,secondary,59176,564,1115531,8.61,36,guarantee,0.4,0.5707,1168517.61,266742.72,60_dpd,78,0,752219.33,0.0,2024-Q4,0,0.0
L001352,B00666,2025-03-27,2030-03-27,SME,Madhesh,construction,self-employed,21,M,single,master,100264,682,1147422,18.66,60,guarantee,0.2761,0.3082,1155789.02,98370.54,current,0,0,947614.02,0.0,2025-Q1,0,0.0
L001353,B00515,2025-03-30,2030-03-30,micro,Sudurpashchim,education,salaried,39,F,single,primary,80766,555,39391,18.68,60,none,0.4,0.6972,40837.94,11388.52,current,0,0,6013.72,0.0,2025-Q1,0,0.0
L001354,B01052,2022-01-11,2023-07-11,SME,Madhesh,services,business_owner,34,M,married,secondary,137832,727,1053760,15.29,18,property,0.0898,0.2827,1034269.38,26240.43,current,0,0,1029516.61,0.0,2022-Q1,0,0.0
L001355,B01054,2025-12-21,2029-12-21,personal,Koshi,education,self-employed,57,F,single,primary,60616,690,95285,16.21,48,none,0.2618,0.6769,98654.82,17482.31,current,0,0,77159.24,0.0,2025-Q4,0,0.0
L001356,B01239,2022-09-02,2027-09-02,home,Lumbini,manufacturing,salaried,56,M,married,phd,101308,636,967153,13.14,60,property,0.4,0.2236,1007364.3,90107.13,current,0,0,171679.78,0.0,2022-Q3,0,0.0
L001357,B01580,2024-09-21,2025-09-21,SME,Gandaki,services,informal,64,M,divorced,bachelor,15777,717,196867,15.76,12,vehicle,0.1185,0.5211,201535.16,12444.39,current,0,0,167005.0,0.0,2024-Q3,0,0.0
L001358,B01676,2025-02-28,2026-08-28,micro,Madhesh,retail,agriculture,23,M,single,bachelor,28504,567,31653,17.81,18,guarantee,0.4,0.1667,29635.41,1976.61,30_dpd,41,0,8744.5,0.0,2025-Q1,0,0.0
L001359,B01634,2023-07-26,2028-07-26,SME,Koshi,manufacturing,salaried,65,M,single,secondary,71616,622,267368,13.77,60,guarantee,0.4,0.4268,272793.51,46567.74,current,0,0,196442.2,0.0,2023-Q3,0,0.0
L001360,B01530,2024-04-05,2029-04-05,SME,Gandaki,education,salaried,51,M,single,master,131222,714,172238,15.92,60,property,0.1884,0.3315,183410.85,11454.94,closed,0,0,0.0,0.0,2024-Q2,0,0.0
L001361,B00344,2021-10-12,2026-10-12,auto,Karnali,construction,informal,41,F,single,bachelor,33130,739,183342,9.94,60,guarantee,0.0629,0.4365,184278.43,5059.98,current,0,0,118319.27,0.0,2021-Q4,0,0.0
L001362,B01790,2024-03-29,2027-03-29,auto,Bagmati,retail,self-employed,22,F,single,bachelor,81303,787,255658,14.1,36,cash_deposit,0.0696,0.37,249673.96,6426.41,current,0,0,198609.86,0.0,2024-Q1,0,0.0
L001363,B00454,2022-03-04,2024-03-04,home,Karnali,agriculture,informal,70,M,married,master,38204,653,1191793,13.08,24,cash_deposit,0.4,0.2063,1209045.49,99753.37,90_dpd,95,0,646870.37,0.0,2022-Q1,1,0.0
L001364,B00304,2021-06-20,2022-06-20,micro,Karnali,services,salaried,40,F,married,secondary,71287,850,25000,18.54,12,guarantee,0.0233,0.439,25043.89,256.06,current,0,0,10253.39,0.0,2021-Q2,0,0.0
L001365,B00123,2021-05-14,2027-05-14,auto,Karnali,retail,business_owner,53,M,widowed,secondary,135921,637,508863,11.35,72,vehicle,0.4,0.3631,471932.19,68546.3,current,0,0,220499.56,0.0,2021-Q2,0,0.0
L001366,B00725,2023-09-25,2026-09-25,auto,Lumbini,education,salaried,23,M,divorced,bachelor,61088,664,353361,9.87,36,cash_deposit,0.3913,0.312,362754.88,44288.4,90_dpd,114,0,144461.81,0.0,2023-Q3,1,0.0
L001367,B00299,2025-08-26,2026-08-26,auto,Madhesh,construction,business_owner,69,F,married,bachelor,100346,682,516352,12.24,12,vehicle,0.2761,0.5691,549453.56,86335.97,60_dpd,68,0,257395.25,0.0,2025-Q3,0,0.0
L001368,B01311,2024-09-25,2026-09-25,SME,Lumbini,health,salaried,70,M,married,secondary,71808,628,401019,16.59,24,vehicle,0.4,0.5235,398291.49,83395.98,current,0,0,376520.21,0.0,2024-Q3,0,0.0
L001369,B00228,2021-07-09,2026-07-09,auto,Lumbini,services,salaried,46,M,married,bachelor,68182,642,297981,17.65,60,vehicle,0.4,0.4224,311308.4,52592.96,closed,0,0,0.0,0.0,2021-Q3,0,0.0
L001370,B00425,2021-05-12,2025-05-12,personal,Koshi,construction,salaried,22,M,single,secondary,68523,621,36206,12.02,48,none,0.4,0.7029,34759.48,9772.52,30_dpd,31,0,32493.48,0.0,2021-Q2,0,0.0
L001371,B00619,2022-05-28,2023-11-28,home,Madhesh,wholesale,self-employed,67,M,married,master,63057,706,938891,9.03,18,property,0.158,0.1675,893273.38,23642.83,current,0,0,354587.92,0.0,2022-Q2,0,0.0
L001372,B01736,2025-05-07,2026-11-07,personal,Sudurpashchim,wholesale,self-employed,25,M,married,bachelor,136592,675,138739,13.32,18,none,0.3487,0.6247,128611.56,28012.43,current,0,0,112794.61,0.0,2025-Q2,0,0.0
L001373,B00850,2022-12-14,2026-12-14,SME,Karnali,retail,self-employed,54,M,married,master,76894,674,948348,15.11,48,cash_deposit,0.325,0.2456,884270.93,70567.26,90_dpd,96,0,436874.16,0.0,2022-Q4,1,0.0
L001374,B00436,2024-06-24,2027-06-24,SME,Koshi,construction,salaried,63,M,single,secondary,65037,668,668096,16.67,36,property,0.4,0.2061,617486.29,50916.61,30_dpd,38,0,553888.57,0.0,2024-Q2,0,0.0
L001375,B00696,2024-01-29,2029-01-29,home,Sudurpashchim,agriculture,salaried,33,F,married,secondary,58456,731,862119,12.48,60,property,0.0799,0.3458,924739.36,25564.59,30_dpd,43,0,214891.46,0.0,2024-Q1,0,0.0
L001376,B00650,2022-05-08,2023-05-08,auto,Madhesh,construction,salaried,66,F,married,secondary,86845,688,262703,12.99,12,guarantee,0.3024,0.4313,275859.64,35980.66,30_dpd,57,0,213148.56,0.0,2022-Q2,0,0.0
L001377,B01115,2024-06-08,2026-06-08,personal,Karnali,services,salaried,65,M,married,master,65664,739,139334,14.31,24,cash_deposit,0.1529,0.2877,132892.67,5845.49,90_dpd,119,0,98319.66,0.0,2024-Q2,1,0.0
L001378,B00498,2023-03-27,2028-03-27,SME,Gandaki,wholesale,self-employed,36,F,married,secondary,97024,623,815881,19.07,60,property,0.4,0.3452,775738.4,107121.53,90_dpd,100,0,224664.71,0.0,2023-Q1,1,0.0
L001379,B01258,2022-12-04,2025-12-04,home,Gandaki,services,self-employed,38,F,married,secondary,50951,567,1514822,13.24,36,guarantee,0.4,0.3685,1635097.95,240981.86,current,0,0,1142823.38,0.0,2022-Q4,0,0.0
L001380,B01240,2022-01-07,2025-01-07,micro,Madhesh,wholesale,self-employed,43,M,single,bachelor,57893,663,25000,17.48,36,none,0.4,0.785,24318.71,7635.65,90_dpd,112,0,15440.73,0.0,2022-Q1,1,0.0
L001381,B01202,2022-10-26,2027-10-26,auto,Karnali,services,salaried,63,M,widowed,master,60920,751,167297,12.77,60,guarantee,0.0429,0.4851,172419.18,3585.14,closed,0,0,0.0,0.0,2022-Q4,0,0.0
L001382,B01593,2022-04-15,2023-04-15,personal,Bagmati,wholesale,salaried,24,M,single,secondary,60747,727,108711,20.13,12,none,0.1198,0.85,100141.7,10193.21,90_dpd,91,0,36424.41,0.0,2022-Q2,1,0.0
L001383,B00689,2022-09-15,2024-03-15,micro,Bagmati,manufacturing,business_owner,40,M,single,primary,88316,709,25000,18.18,18,guarantee,0.1763,0.3715,24248.35,1588.47,60_dpd,89,0,3970.45,0.0,2022-Q3,0,0.0
L001384,B01279,2023-03-31,2024-09-30,personal,Madhesh,retail,agriculture,69,F,married,bachelor,24124,724,74411,18.75,18,cash_deposit,0.1277,0.2229,77512.15,2207.09,current,0,0,28393.52,0.0,2023-Q1,0,0.0
L001385,B00865,2024-05-07,2029-05-07,SME,Sudurpashchim,construction,salaried,24,M,divorced,primary,63029,681,618760,17.21,60,property,0.282,0.2718,587539.2,45030.9,90_dpd,93,0,274996.97,0.0,2024-Q2,1,0.0
L001386,B00136,2022-10-09,2024-04-09,auto,Sudurpashchim,health,informal,57,F,married,bachelor,48369,676,407075,10.09,18,vehicle,0.3124,0.3884,411275.08,49900.54,current,0,0,210668.26,0.0,2022-Q4,0,0.0
L001387,B00684,2022-10-27,2024-04-27,home,Madhesh,services,salaried,23,M,married,secondary,55883,712,1050266,13.14,18,property,0.1354,0.2517,1002868.56,34168.66,90_dpd,91,0,824500.03,0.0,2022-Q4,1,0.0
L001388,B00636,2023-10-21,2028-10-21,micro,Bagmati,services,agriculture,55,M,widowed,bachelor,38073,655,60211,17.66,60,guarantee,0.4,0.4977,64422.73,12825.94,current,0,0,54905.79,0.0,2023-Q4,0,0.0
L001389,B00133,2023-07-19,2026-07-19,auto,Sudurpashchim,agriculture,informal,55,F,married,phd,21746,684,262084,12.0,36,cash_deposit,0.2646,0.2871,281198.3,21361.67,90_dpd,105,0,116569.21,0.0,2023-Q3,1,0.0
L001390,B00580,2025-11-12,2030-11-12,personal,Karnali,services,informal,55,M,married,bachelor,36022,763,25000,15.56,60,cash_deposit,0.0581,0.3539,25672.8,527.88,60_dpd,76,0,12436.02,0.0,2025-Q4,0,0.0
L001391,B01438,2021-04-15,2025-04-15,auto,Karnali,retail,self-employed,57,M,single,secondary,49381,552,369842,15.14,48,cash_deposit,0.4,0.3102,373355.92,46332.34,current,0,0,161487.55,0.0,2021-Q2,0,0.0
L001392,B01065,2023-10-28,2025-10-28,auto,Madhesh,services,salaried,43,M,married,bachelor,63145,660,141077,12.98,24,vehicle,0.4,0.4797,150696.05,28916.0,current,0,0,93058.21,0.0,2023-Q4,0,0.0
L001393,B00747,2022-02-10,2025-02-10,auto,Madhesh,retail,salaried,61,F,married,master,87692,653,218144,16.46,36,vehicle,0.4,0.3846,218488.96,33614.76,60_dpd,79,0,118766.49,0.0,2022-Q1,0,0.0
L001394,B01011,2023-01-23,2028-01-23,micro,Lumbini,services,self-employed,51,F,married,primary,51349,691,55457,15.47,60,none,0.2566,0.7257,52581.01,9791.29,current,0,0,21666.15,0.0,2023-Q1,0,0.0
L001395,B00012,2025-10-12,2027-04-12,auto,Lumbini,wholesale,self-employed,44,F,widowed,secondary,46311,646,487541,12.08,18,guarantee,0.4,0.4348,493970.59,85905.81,30_dpd,32,0,309605.01,0.0,2025-Q4,0,0.0
L001396,B00999,2026-02-13,2031-02-13,SME,Karnali,services,salaried,26,M,single,secondary,34740,587,699721,14.07,60,property,0.4,0.4012,748064.09,120045.94,current,0,0,114823.23,0.0,2026-Q1,0,0.0
L001397,B00353,2025-06-13,2028-06-13,home,Lumbini,construction,self-employed,24,M,married,bachelor,55430,713,1007340,12.36,36,guarantee,0.1319,0.4756,1065444.38,66817.64,90_dpd,94,0,928504.35,0.0,2025-Q2,1,0.0
L001398,B01589,2022-01-31,2027-01-31,SME,Bagmati,education,self-employed,64,F,married,secondary,40844,658,820597,15.03,60,property,0.4,0.1558,865021.1,53894.58,defaulted,119,1,291519.57,20611.39,2022-Q1,1,33283.19
L001399,B01351,2022-05-04,2025-05-04,micro,Bagmati,wholesale,informal,55,F,married,master,47432,751,55654,18.58,36,none,0.0729,0.7484,54128.52,2951.71,closed,0,0,0.0,0.0,2022-Q2,0,0.0
L001400,B01253,2025-05-23,2027-05-23,SME,Bagmati,wholesale,informal,46,M,married,master,30126,727,669195,12.66,24,property,0.0898,0.3291,650237.26,19205.29,current,0,0,456660.1,0.0,2025-Q2,0,0.0
L001401,B00440,2025-04-10,2030-04-10,micro,Madhesh,services,salaried,64,M,married,bachelor,88261,520,36483,16.13,60,cash_deposit,0.4,0.3326,38850.0,5168.5,current,0,0,20427.74,0.0,2025-Q2,0,0.0
L001402,B00731,2026-01-14,2028-01-14,home,Gandaki,education,salaried,52,F,divorced,secondary,82158,674,530769,10.09,24,property,0.325,0.2824,538400.83,49411.0,defaulted,112,1,65123.24,21982.44,2026-Q1,1,27428.56
L001403,B00150,2024-06-24,2027-06-24,auto,Lumbini,education,self-employed,62,M,married,master,109348,706,144205,11.82,36,vehicle,0.158,0.4328,152716.99,10442.86,30_dpd,51,0,75003.17,0.0,2024-Q2,0,0.0
L001404,B00481,2026-03-12,2028-03-12,personal,Madhesh,education,self-employed,49,M,divorced,master,120325,681,66405,15.38,24,cash_deposit,0.372,0.3295,63887.31,7830.02,60_dpd,83,0,36399.29,0.0,2026-Q1,0,0.0
L001405,B00399,2021-04-15,2022-04-15,personal,Sudurpashchim,retail,salaried,29,F,single,primary,56087,729,150374,13.97,12,cash_deposit,0.1747,0.4258,156502.18,11644.79,current,0,0,27483.86,0.0,2021-Q2,0,0.0
L001406,B00262,2024-04-05,2029-04-05,personal,Sudurpashchim,services,salaried,59,M,single,secondary,111470,637,198993,18.1,60,guarantee,0.4,0.4343,185138.82,32163.54,30_dpd,44,0,96466.76,0.0,2024-Q2,0,0.0
L001407,B00040,2024-11-10,2029-11-10,home,Koshi,wholesale,salaried,27,F,married,bachelor,78555,643,2597080,13.03,60,property,0.4,0.3173,2623409.45,332919.44,closed,0,0,0.0,0.0,2024-Q4,0,0.0
L001408,B00996,2024-07-20,2027-07-20,micro,Gandaki,wholesale,salaried,46,M,married,master,61974,702,81960,17.46,36,guarantee,0.2046,0.42,85964.41,7385.98,current,0,0,45646.41,0.0,2024-Q3,0,0.0
L001409,B00302,2025-03-16,2028-03-16,personal,Lumbini,construction,self-employed,58,F,married,bachelor,61423,660,129286,14.65,36,guarantee,0.4,0.3887,134951.69,20980.65,90_dpd,97,0,20143.09,0.0,2025-Q1,1,0.0
L001410,B01434,2024-02-02,2028-02-02,home,Sudurpashchim,education,salaried,61,M,single,secondary,55596,602,3486792,11.18,48,guarantee,0.4,0.2828,3212579.36,363402.48,60_dpd,72,0,740003.58,0.0,2024-Q1,0,0.0
L001411,B00466,2024-12-16,2025-12-16,auto,Gandaki,retail,business_owner,32,F,divorced,secondary,97655,688,64487,11.69,12,vehicle,0.2424,0.4877,64200.08,7590.98,closed,0,0,0.0,0.0,2024-Q4,0,0.0
L001412,B00544,2023-01-06,2026-01-06,home,Sudurpashchim,construction,salaried,63,F,married,master,52542,649,1565077,11.74,36,cash_deposit,0.4,0.2819,1480460.97,166918.41,current,0,0,554820.14,0.0,2023-Q1,0,0.0
L001413,B01571,2022-07-10,2024-07-10,personal,Karnali,wholesale,informal,55,F,married,secondary,62899,680,53032,18.21,24,guarantee,0.3179,0.4057,50960.08,6573.45,60_dpd,76,0,28884.69,0.0,2022-Q3,0,0.0
L001414,B00749,2021-07-29,2024-07-29,micro,Madhesh,services,self-employed,47,F,divorced,bachelor,107898,722,37476,17.19,36,none,0.1333,0.5832,37241.11,2895.89,current,0,0,9797.21,0.0,2021-Q3,0,0.0
L001415,B00657,2025-07-24,2029-07-24,SME,Bagmati,retail,salaried,22,F,married,bachelor,57572,622,659221,16.9,48,property,0.4,0.3044,707469.11,86153.96,30_dpd,49,0,300561.62,0.0,2025-Q3,0,0.0
L001416,B00700,2024-02-08,2029-02-08,auto,Koshi,education,salaried,53,F,single,bachelor,52940,621,134637,11.88,60,vehicle,0.4,0.444,124370.8,22089.78,current,0,0,108412.09,0.0,2024-Q1,0,0.0
L001417,B01382,2025-10-25,2028-10-25,SME,Madhesh,agriculture,self-employed,40,F,married,primary,134619,653,939993,14.88,36,cash_deposit,0.4,0.1831,918747.55,67285.88,current,0,0,329807.6,0.0,2025-Q4,0,0.0
L001418,B00927,2021-10-04,2026-10-04,micro,Madhesh,health,self-employed,68,F,married,secondary,69865,611,25000,17.47,60,guarantee,0.4,0.4168,26417.37,4403.85,current,0,0,7174.74,0.0,2021-Q4,0,0.0
L001419,B01749,2023-11-21,2027-11-21,home,Lumbini,wholesale,salaried,33,F,single,master,78740,720,1218878,9.35,48,property,0.1092,0.2085,1123726.08,25581.14,current,0,0,641099.86,0.0,2023-Q4,0,0.0
L001420,B01537,2021-08-21,2025-08-21,home,Madhesh,health,self-employed,28,F,single,secondary,60641,670,1360633,14.52,48,property,0.3509,0.3675,1380310.63,177983.28,90_dpd,99,0,543649.35,0.0,2021-Q3,1,0.0
L001421,B00146,2025-10-30,2026-10-30,micro,Karnali,agriculture,salaried,29,M,single,secondary,90482,656,26125,14.23,12,none,0.4,0.7037,25226.63,7101.18,90_dpd,92,0,3902.05,0.0,2025-Q4,1,0.0
L001422,B01767,2024-01-09,2027-01-09,personal,Koshi,services,agriculture,47,M,married,secondary,43667,721,94930,16.59,36,guarantee,0.1362,0.3751,92670.72,4736.0,current,0,0,24943.43,0.0,2024-Q1,0,0.0
L001423,B01504,2021-10-27,2025-10-27,home,Koshi,agriculture,self-employed,62,M,married,secondary,134575,625,776429,12.45,48,property,0.4,0.2325,782944.88,72824.6,current,0,0,608340.99,0.0,2021-Q4,0,0.0
L001424,B01779,2024-11-09,2026-11-09,SME,Bagmati,construction,agriculture,50,F,married,bachelor,40233,628,350343,12.47,24,property,0.4,0.2905,324076.92,37654.54,current,0,0,204927.37,0.0,2024-Q4,0,0.0
L001425,B00684,2022-02-03,2023-02-03,personal,Madhesh,services,salaried,23,M,married,secondary,55883,729,74811,14.42,12,none,0.1147,0.6742,71634.43,5541.13,current,0,0,68351.6,0.0,2022-Q1,0,0.0
L001426,B00951,2024-01-01,2027-01-01,home,Bagmati,construction,salaried,43,O,widowed,secondary,48969,583,1657885,15.14,36,property,0.4,0.1961,1663216.01,130481.38,current,0,0,878551.48,0.0,2024-Q1,0,0.0
L001427,B00807,2025-02-27,2026-02-27,SME,Madhesh,agriculture,self-employed,37,M,married,primary,66046,714,446810,13.76,12,guarantee,0.1284,0.4056,449861.04,23431.52,current,0,0,343685.3,0.0,2025-Q1,0,0.0
L001428,B00163,2021-07-10,2027-07-10,personal,Madhesh,services,informal,63,M,married,master,72527,655,150928,15.14,72,cash_deposit,0.4,0.3317,141995.8,18840.24,closed,0,0,0.0,0.0,2021-Q3,0,0.0
L001429,B00329,2021-02-20,2026-02-20,home,Lumbini,agriculture,salaried,37,M,married,bachelor,53029,671,822554,13.39,60,cash_deposit,0.3443,0.1783,798843.26,49046.27,current,0,0,616613.47,0.0,2021-Q1,0,0.0
L001430,B00179,2021-06-16,2023-06-16,personal,Lumbini,retail,salaried,40,M,married,secondary,72323,675,107196,17.46,24,guarantee,0.4,0.3102,107209.68,13302.76,current,0,0,15338.31,0.0,2021-Q2,0,0.0
L001431,B01685,2021-06-01,2022-12-01,SME,Sudurpashchim,services,self-employed,40,M,single,primary,118662,732,586154,12.65,18,guarantee,0.0776,0.4152,598159.29,19279.15,current,0,0,537618.42,0.0,2021-Q2,0,0.0
L001432,B01107,2025-11-19,2026-11-19,micro,Bagmati,construction,informal,41,M,married,secondary,50718,623,85323,12.45,12,cash_deposit,0.4,0.1956,81580.93,6383.54,30_dpd,56,0,65693.02,0.0,2025-Q4,0,0.0
L001433,B01260,2026-01-12,2030-01-12,SME,Madhesh,manufacturing,agriculture,54,M,divorced,secondary,46792,714,1578161,15.61,48,guarantee,0.1284,0.5138,1636141.74,107945.67,current,0,0,726429.68,0.0,2026-Q1,0,0.0
L001434,B00457,2024-11-28,2027-11-28,micro,Koshi,wholesale,business_owner,39,F,married,bachelor,101443,685,32252,14.65,36,none,0.2889,0.696,33589.08,6754.41,current,0,0,23546.33,0.0,2024-Q4,0,0.0
L001435,B00841,2021-04-12,2026-04-12,home,Bagmati,retail,self-employed,41,M,single,secondary,89789,675,878426,10.73,60,property,0.3187,0.3135,925783.21,92481.05,current,0,0,489318.29,0.0,2021-Q2,0,0.0
L001436,B01282,2023-08-22,2025-08-22,SME,Koshi,retail,self-employed,40,M,married,bachelor,86844,576,434442,14.33,24,guarantee,0.4,0.5139,411824.31,84661.51,current,0,0,277372.34,0.0,2023-Q3,0,0.0
L001437,B00227,2026-06-11,2028-06-11,personal,Karnali,retail,salaried,64,M,married,secondary,75548,678,57525,20.03,24,guarantee,0.39,0.5187,59628.46,12064.32,60_dpd,68,0,12579.27,0.0,2026-Q2,0,0.0
L001438,B01001,2021-05-12,2024-05-12,personal,Sudurpashchim,agriculture,salaried,53,M,single,primary,108125,646,95805,12.71,36,none,0.4,0.7469,89853.2,26844.2,closed,0,0,0.0,0.0,2021-Q2,0,0.0
