borrower_id,age,gender,marital_status,education_level,employment_type,region,sector,monthly_income_npr,credit_score,existing_delinquency_flag,dependents,home_owner
B00717,38,M,married,secondary,business_owner,Madhesh,services,146819,692,0,1,1
B00718,67,M,married,bachelor,salaried,Gandaki,agriculture,76240,747,0,2,0
B00719,61,F,married,bachelor,salaried,Lumbini,construction,55795,686,0,0,1
B00720,69,M,single,secondary,self-employed,Lumbini,agriculture,48676,677,0,4,1
B00721,34,F,married,bachelor,salaried,Lumbini,retail,60861,714,0,3,0
B00722,35,F,single,secondary,informal,Koshi,wholesale,67978,606,0,0,1
B00723,51,F,widowed,bachelor,salaried,Sudurpashchim,wholesale,87779,709,0,0,1
B00724,21,M,married,master,self-employed,Sudurpashchim,education,68487,658,0,1,1
B00725,23,M,divorced,bachelor,salaried,Lumbini,education,61088,602,0,2,0
B00726,36,F,single,bachelor,business_owner,Gandaki,services,78190,698,0,0,0
B00727,43,F,married,bachelor,salaried,Koshi,retail,39058,650,0,0,1
B00728,31,M,married,primary,self-employed,Sudurpashchim,education,88048,586,0,2,0
B00729,32,F,married,secondary,salaried,Lumbini,education,104501,627,0,2,0
B00730,30,M,married,bachelor,informal,Koshi,education,71064,768,1,1,0
B00731,52,F,divorced,secondary,salaried,Gandaki,education,82158,644,0,2,1
B00732,36,M,divorced,secondary,informal,Lumbini,services,35959,693,1,4,0
B00733,28,F,married,bachelor,agriculture,Bagmati,retail,23909,615,0,0,1
B00734,58,M,single,secondary,salaried,Karnali,services,90941,791,0,1,1
B00735,32,M,married,secondary,agriculture,Gandaki,services,58049,679,0,0,1
B00736,44,M,widowed,bachelor,salaried,Madhesh,services,63675,637,0,0,0
B00737,48,M,single,secondary,informal,Madhesh,manufacturing,37750,724,0,0,1
B00738,28,F,married,master,self-employed,Gandaki,wholesale,103013,788,0,1,0
B00739,48,O,married,master,salaried,Madhesh,services,53467,653,0,3,0
B00740,56,M,married,bachelor,salaried,Sudurpashchim,services,74784,636,0,2,0
B00741,46,M,widowed,primary,salaried,Gandaki,retail,45603,801,0,1,0
B00742,28,F,married,master,informal,Bagmati,services,78427,668,0,0,1
B00743,70,F,married,master,salaried,Gandaki,construction,56259,662,0,2,1
B00744,48,F,single,master,business_owner,Lumbini,construction,149177,557,1,0,1
B00745,48,M,married,primary,self-employed,Lumbini,services,49059,673,0,1,0
B00746,57,M,single,bachelor,informal,Koshi,services,42551,600,0,1,1
B00747,61,F,married,master,salaried,Madhesh,retail,87692,644,1,3,0
B00748,56,M,married,bachelor,self-employed,Karnali,agriculture,118028,564,0,0,1
B00749,47,F,divorced,bachelor,self-employed,Madhesh,services,107898,743,0,2,0
B00750,37,M,single,secondary,business_owner,Sudurpashchim,services,113779,594,0,0,1
B00751,29,F,married,bachelor,salaried,Gandaki,education,56680,568,0,2,1
B00752,53,M,divorced,primary,salaried,Karnali,services,48446,625,0,2,0
B00753,40,F,single,bachelor,salaried,Karnali,retail,100075,744,0,3,1
B00754,33,M,single,primary,business_owner,Madhesh,wholesale,124651,651,0,2,1
B00755,48,F,single,secondary,salaried,Karnali,services,75764,658,0,1,1
B00756,68,M,married,secondary,self-employed,Karnali,services,119961,701,0,1,1
B00757,49,F,single,bachelor,salaried,Lumbini,education,81734,667,1,0,1
B00758,33,F,widowed,secondary,agriculture,Bagmati,manufacturing,47706,743,0,2,1
B00759,66,F,married,bachelor,informal,Gandaki,agriculture,56166,662,1,3,1
B00760,55,F,married,master,self-employed,Madhesh,services,66323,663,0,1,1
B00761,26,F,single,secondary,salaried,Lumbini,services,38977,800,0,2,1
B00762,38,F,married,primary,salaried,Sudurpashchim,services,98236,678,0,1,1
B00763,25,M,married,secondary,salaried,Sudurpashchim,services,59215,688,0,1,0
B00764,67,F,married,master,salaried,Koshi,manufacturing,63914,663,0,1,0
B00765,45,M,married,bachelor,business_owner,Karnali,wholesale,110276,541,0,0,1
B00766,22,M,married,bachelor,self-employed,Karnali,education,66933,723,0,1,1
B00767,30,M,divorced,primary,informal,Madhesh,services,61520,766,0,2,0
B00768,50,M,married,bachelor,salaried,Bagmati,retail,77489,744,0,1,0
B00769,70,F,married,master,business_owner,Bagmati,retail,106329,644,0,2,0
B00770,65,F,single,master,self-employed,Madhesh,retail,46729,665,0,2,1
B00771,25,F,single,bachelor,self-employed,Madhesh,services,94113,694,0,1,1
B00772,53,M,single,primary,salaried,Lumbini,retail,20987,692,0,3,1
B00773,21,M,married,primary,self-employed,Sudurpashchim,retail,91982,712,0,1,0
B00774,38,M,married,primary,self-employed,Madhesh,manufacturing,125295,686,0,1,1
B00775,52,M,married,secondary,business_owner,Sudurpashchim,agriculture,122905,655,0,1,0
B00776,67,M,divorced,secondary,informal,Koshi,retail,63094,683,0,0,1
B00777,69,M,divorced,secondary,salaried,Sudurpashchim,services,45416,730,1,2,0
B00778,31,M,divorced,secondary,salaried,Lumbini,construction,110770,835,0,3,1
B00779,41,F,married,master,self-employed,Karnali,health,117918,648,0,1,1
B00780,46,F,married,bachelor,self-employed,Karnali,agriculture,99278,687,1,0,1
B00781,45,O,single,master,salaried,Sudurpashchim,wholesale,58032,655,1,1,1
B00782,42,F,single,bachelor,agriculture,Karnali,agriculture,36238,692,1,2,1
B00783,47,F,single,primary,informal,Karnali,manufacturing,43936,729,0,1,1
B00784,69,M,married,bachelor,informal,Gandaki,retail,63041,664,0,2,0
B00785,33,F,married,secondary,salaried,Koshi,education,43689,562,0,2,0
B00786,53,F,married,bachelor,agriculture,Lumbini,services,50187,732,0,1,1
B00787,54,M,single,secondary,business_owner,Lumbini,health,153039,682,0,4,1
B00788,61,M,married,phd,self-employed,Karnali,construction,112880,656,0,1,1
B00789,55,F,married,secondary,self-employed,Bagmati,agriculture,106937,644,1,4,1
B00790,21,M,married,secondary,agriculture,Lumbini,construction,24483,692,0,0,1
B00791,41,F,married,master,self-employed,Koshi,services,118953,637,0,0,1
B00792,68,F,married,primary,salaried,Madhesh,services,71343,643,0,2,1
B00793,26,M,married,bachelor,self-employed,Koshi,education,52432,606,0,2,1
B00794,48,M,married,bachelor,self-employed,Karnali,agriculture,84274,637,0,3,1
B00795,37,M,single,master,salaried,Karnali,education,30826,710,0,1,1
B00796,25,M,single,phd,informal,Gandaki,education,53674,599,1,3,1
B00797,51,M,married,phd,business_owner,Sudurpashchim,health,114253,738,0,0,0
B00798,25,F,divorced,primary,business_owner,Lumbini,agriculture,62844,610,0,0,1
B00799,58,M,married,master,salaried,Sudurpashchim,services,64198,683,0,1,0
B00800,23,M,married,bachelor,self-employed,Sudurpashchim,retail,63776,702,0,3,0
B00801,43,M,married,bachelor,salaried,Lumbini,agriculture,57128,720,0,2,1
B00802,57,F,divorced,secondary,salaried,Lumbini,wholesale,24779,720,0,1,1
B00803,57,M,married,bachelor,self-employed,Karnali,wholesale,34835,670,0,1,0
B00804,30,M,married,phd,self-employed,Lumbini,wholesale,78109,666,0,0,0
B00805,30,F,married,master,self-employed,Bagmati,education,72947,708,0,1,1
B00806,39,F,divorced,secondary,salaried,Bagmati,education,89479,690,1,1,1
B00807,37,M,married,primary,self-employed,Madhesh,agriculture,66046,656,0,2,0
B00808,41,F,married,secondary,salaried,Lumbini,services,59460,695,0,2,1
B00809,34,M,single,master,informal,Gandaki,agriculture,37796,666,0,4,0
B00810,29,M,married,bachelor,self-employed,Madhesh,manufacturing,79089,642,0,0,1
B00811,66,M,married,secondary,business_owner,Karnali,services,124115,654,0,1,1
B00812,21,M,single,primary,salaried,Lumbini,services,61873,702,0,1,1
B00813,65,F,married,secondary,salaried,Bagmati,services,81424,624,0,2,1
B00814,33,M,married,bachelor,informal,Gandaki,manufacturing,79503,736,0,1,0
B00815,24,M,single,master,salaried,Madhesh,agriculture,53491,644,0,3,1
B00816,21,F,widowed,bachelor,self-employed,Gandaki,services,96754,551,0,2,0
B00817,69,F,single,secondary,business_owner,Lumbini,health,121328,705,0,0,1
B00818,60,M,single,bachelor,salaried,Koshi,retail,90940,526,0,0,1
B00819,52,F,married,primary,agriculture,Gandaki,services,53653,619,1,2,0
B00820,54,M,married,phd,self-employed,Gandaki,services,63206,808,0,2,1
B00821,48,F,single,secondary,salaried,Karnali,retail,46698,733,0,0,0
B00822,51,F,married,bachelor,salaried,Bagmati,services,82209,729,1,0,1
B00823,28,F,married,secondary,salaried,Lumbini,wholesale,48323,613,0,2,1
B00824,59,M,single,bachelor,informal,Gandaki,services,62756,665,1,2,0
B00825,46,M,single,bachelor,business_owner,Lumbini,services,144893,743,0,0,1
B00826,54,M,married,bachelor,salaried,Bagmati,construction,71734,710,0,1,0
B00827,23,M,married,secondary,salaried,Karnali,services,43754,737,0,1,1
B00828,70,M,divorced,secondary,business_owner,Lumbini,retail,150389,773,0,3,1
B00829,32,F,married,secondary,self-employed,Sudurpashchim,construction,133502,711,0,0,0
B00830,21,M,widowed,bachelor,self-employed,Bagmati,retail,72247,607,0,2,0
B00831,64,M,single,primary,salaried,Bagmati,construction,55161,708,0,1,1
B00832,25,F,widowed,bachelor,salaried,Madhesh,health,68159,662,0,0,1
B00833,50,M,married,master,business_owner,Karnali,services,141012,604,0,1,0
B00834,50,F,married,master,informal,Karnali,health,37031,724,0,0,0
B00835,37,M,single,secondary,salaried,Sudurpashchim,construction,87983,741,0,2,1
B00836,68,M,single,secondary,self-employed,Lumbini,health,142321,670,0,2,0
B00837,67,M,married,primary,self-employed,Koshi,agriculture,94907,693,0,0,1
B00838,43,M,married,bachelor,self-employed,Sudurpashchim,wholesale,75250,561,0,0,0
B00839,35,F,single,master,salaried,Madhesh,education,78800,737,0,2,1
B00840,57,M,married,secondary,agriculture,Karnali,retail,71191,719,0,1,0
B00841,41,M,single,secondary,self-employed,Bagmati,retail,89789,689,0,1,1
B00842,34,M,married,master,self-employed,Karnali,wholesale,99552,606,0,1,1
B00843,22,M,married,master,salaried,Sudurpashchim,wholesale,84095,585,1,3,1
B00844,31,F,married,secondary,salaried,Koshi,services,52491,786,1,2,0
B00845,59,M,married,bachelor,salaried,Gandaki,agriculture,79182,620,0,2,1
B00846,58,F,married,secondary,business_owner,Gandaki,health,59612,682,0,0,0
B00847,54,F,married,primary,salaried,Karnali,retail,56831,622,0,0,0
B00848,58,F,married,master,business_owner,Karnali,health,171554,549,0,1,1
B00849,70,F,married,master,salaried,Madhesh,health,87420,700,1,1,1
B00850,54,M,married,master,self-employed,Karnali,retail,76894,708,0,2,0
B00851,38,M,single,primary,self-employed,Koshi,services,136173,583,0,2,1
B00852,50,M,single,master,salaried,Karnali,construction,43796,736,0,1,1
B00853,35,F,married,secondary,salaried,Lumbini,manufacturing,65898,646,0,2,1
B00854,47,O,married,secondary,salaried,Sudurpashchim,construction,75502,615,0,0,1
B00855,54,M,married,bachelor,business_owner,Koshi,agriculture,15000,612,0,0,1
B00856,58,F,single,primary,business_owner,Madhesh,services,112905,723,0,3,1
B00857,53,M,married,bachelor,salaried,Lumbini,retail,47510,569,0,2,1
B00858,44,F,married,bachelor,self-employed,Lumbini,manufacturing,51947,607,0,2,1
B00859,35,M,married,secondary,salaried,Sudurpashchim,retail,64555,699,0,1,0
B00860,50,F,married,secondary,salaried,Gandaki,manufacturing,33486,691,0,1,1
B00861,62,F,married,secondary,salaried,Koshi,construction,53840,619,0,0,1
B00862,37,M,married,primary,informal,Sudurpashchim,manufacturing,17965,746,1,3,1
B00863,25,M,divorced,bachelor,salaried,Lumbini,health,72475,614,0,2,0
B00864,49,M,single,master,salaried,Madhesh,services,72086,664,0,0,0
B00865,24,M,divorced,primary,salaried,Sudurpashchim,construction,63029,656,0,3,0
B00866,30,M,married,primary,salaried,Gandaki,agriculture,89928,656,0,1,0
B00867,37,F,married,bachelor,business_owner,Lumbini,health,106672,664,0,2,1
B00868,30,F,single,master,salaried,Sudurpashchim,agriculture,69538,663,0,0,0
B00869,37,M,married,secondary,salaried,Koshi,retail,51879,662,0,0,0
B00870,40,M,married,secondary,business_owner,Gandaki,health,16352,665,0,0,1
B00871,44,F,single,bachelor,salaried,Koshi,agriculture,67093,735,0,0,1
B00872,25,F,married,secondary,business_owner,Koshi,retail,107582,662,0,2,0
B00873,54,M,widowed,primary,self-employed,Koshi,agriculture,136297,713,0,2,0
B00874,26,F,married,bachelor,salaried,Sudurpashchim,education,83348,683,0,2,1
B00875,22,M,married,bachelor,business_owner,Gandaki,manufacturing,101409,695,0,3,0
B00876,33,M,single,bachelor,salaried,Sudurpashchim,services,72833,718,0,1,1
B00877,63,M,married,bachelor,self-employed,Sudurpashchim,construction,112210,612,0,3,0
B00878,63,M,single,bachelor,self-employed,Sudurpashchim,construction,100502,710,0,3,1
B00879,68,M,married,secondary,salaried,Lumbini,manufacturing,103378,663,0,1,0
B00880,31,F,divorced,secondary,self-employed,Karnali,retail,61318,622,0,0,1
B00881,67,F,married,secondary,agriculture,Bagmati,wholesale,67550,718,0,2,0
B00882,43,F,single,secondary,informal,Lumbini,construction,38656,652,0,1,0
B00883,36,M,married,bachelor,self-employed,Gandaki,construction,90808,696,0,3,0
B00884,51,M,married,master,self-employed,Bagmati,wholesale,68269,526,0,0,1
B00885,31,F,married,phd,salaried,Bagmati,services,67159,715,0,2,1
B00886,36,M,married,bachelor,salaried,Bagmati,retail,74231,817,1,1,0
B00887,28,M,married,secondary,self-employed,Karnali,agriculture,102797,675,0,0,0
B00888,24,M,married,primary,salaried,Sudurpashchim,retail,71227,661,0,1,1
B00889,60,F,married,master,informal,Madhesh,retail,15000,650,0,0,1
B00890,24,M,single,bachelor,salaried,Gandaki,retail,68461,706,0,1,1
B00891,45,M,single,bachelor,salaried,Karnali,agriculture,99408,658,0,3,1
B00892,23,F,married,master,salaried,Karnali,services,68302,711,0,1,0
B00893,52,M,married,bachelor,agriculture,Madhesh,wholesale,76972,770,1,2,0
B00894,23,M,married,master,business_owner,Bagmati,education,114591,721,0,0,0
B00895,47,M,married,primary,self-employed,Sudurpashchim,retail,37840,665,0,2,1
B00896,49,M,single,bachelor,salaried,Madhesh,services,61340,614,0,3,0
B00897,52,F,married,master,agriculture,Madhesh,health,39948,653,0,1,0
B00898,70,M,single,secondary,salaried,Karnali,services,65409,666,0,3,0
B00899,39,M,single,bachelor,agriculture,Gandaki,manufacturing,28664,602,0,1,1
B00900,41,F,married,secondary,self-employed,Koshi,retail,84735,735,0,1,0
B00901,25,F,single,master,salaried,Sudurpashchim,construction,63434,706,0,3,0
B00902,38,F,married,primary,self-employed,Madhesh,services,123635,617,1,0,1
B00903,48,M,single,bachelor,business_owner,Sudurpashchim,construction,65539,577,1,0,0
B00904,62,M,married,secondary,salaried,Madhesh,wholesale,74913,714,0,2,0
B00905,42,O,married,bachelor,agriculture,Bagmati,services,57398,585,0,3,1
B00906,41,F,single,secondary,self-employed,Sudurpashchim,construction,108249,680,0,2,1
B00907,26,M,married,secondary,salaried,Bagmati,health,62728,652,0,0,1
B00908,21,M,married,bachelor,salaried,Karnali,retail,74416,719,0,4,0
B00909,25,M,divorced,master,self-employed,Bagmati,construction,95598,720,0,2,1
B00910,61,F,single,secondary,self-employed,Sudurpashchim,wholesale,35549,630,0,4,1
B00911,32,M,divorced,secondary,self-employed,Lumbini,manufacturing,75168,724,0,1,0
B00912,46,M,divorced,bachelor,business_owner,Sudurpashchim,wholesale,118530,659,0,2,1
B00913,66,M,divorced,bachelor,self-employed,Madhesh,manufacturing,87537,676,0,3,1
B00914,54,F,married,master,informal,Bagmati,services,46085,677,0,1,1
B00915,69,F,married,secondary,self-employed,Gandaki,services,98125,799,0,4,1
B00916,34,M,married,bachelor,agriculture,Lumbini,retail,84876,668,0,1,1
B00917,46,F,married,secondary,salaried,Karnali,retail,58091,583,0,1,1
B00918,65,F,married,secondary,salaried,Koshi,education,77623,636,0,3,1
B00919,47,M,married,bachelor,salaried,Madhesh,health,96026,716,0,4,0
B00920,29,M,married,bachelor,self-employed,Madhesh,construction,31040,659,0,1,1
B00921,46,M,married,bachelor,agriculture,Gandaki,wholesale,54826,676,0,0,0
B00922,67,F,married,secondary,salaried,Koshi,services,36392,651,0,2,0
B00923,42,F,single,secondary,salaried,Koshi,construction,113711,520,0,3,1
B00924,67,F,married,secondary,agriculture,Karnali,health,59396,632,0,2,1
B00925,50,F,married,phd,salaried,Karnali,services,77741,671,0,2,0
B00926,63,M,married,secondary,business_owner,Lumbini,construction,35698,578,0,2,0
B00927,68,F,married,secondary,self-employed,Madhesh,health,69865,610,0,0,0
B00928,37,M,married,secondary,agriculture,Bagmati,education,41003,656,0,4,1
B00929,46,M,divorced,bachelor,salaried,Karnali,wholesale,105329,657,1,1,0
B00930,56,F,single,secondary,salaried,Gandaki,retail,84584,697,0,2,1
B00931,21,F,married,master,self-employed,Gandaki,services,35412,660,0,1,1
B00932,28,M,married,secondary,informal,Gandaki,manufacturing,52042,695,0,1,1
B00933,69,F,married,master,self-employed,Sudurpashchim,retail,39912,636,0,2,0
B00934,55,F,married,primary,salaried,Karnali,wholesale,37413,687,1,4,0
B00935,35,M,married,bachelor,self-employed,Karnali,construction,98602,756,0,2,1
B00936,67,O,married,master,informal,Gandaki,services,56171,691,0,3,1
B00937,42,M,single,secondary,agriculture,Karnali,wholesale,58257,662,0,0,1
B00938,34,M,single,phd,informal,Sudurpashchim,agriculture,73193,623,0,3,1
B00939,46,M,single,secondary,salaried,Bagmati,agriculture,77375,680,0,1,0
B00940,48,F,widowed,master,salaried,Bagmati,construction,73401,663,0,0,0
B00941,43,F,widowed,bachelor,self-employed,Lumbini,retail,48519,706,0,0,1
B00942,34,M,married,secondary,agriculture,Madhesh,construction,65437,575,0,2,1
B00943,44,M,married,secondary,salaried,Bagmati,manufacturing,36971,665,0,4,1
B00944,22,F,married,secondary,salaried,Lumbini,retail,110407,698,0,2,1
B00945,65,M,married,primary,agriculture,Koshi,construction,65674,682,0,1,0
B00946,46,F,married,secondary,salaried,Madhesh,services,125795,657,0,0,0
B00947,34,F,divorced,primary,salaried,Bagmati,services,77786,656,0,2,1
B00948,27,M,married,secondary,self-employed,Sudurpashchim,services,112604,615,0,0,1
B00949,23,F,married,master,self-employed,Koshi,services,76684,696,0,1,0
B00950,67,M,single,secondary,business_owner,Lumbini,services,118052,698,0,2,0
B00951,43,O,widowed,secondary,salaried,Bagmati,construction,48969,597,0,4,0
B00952,66,F,single,bachelor,self-employed,Bagmati,retail,41568,717,0,1,0
B00953,63,F,married,secondary,self-employed,Karnali,health,90684,639,0,0,1
B00954,67,M,married,primary,self-employed,Koshi,manufacturing,83524,654,0,3,1
B00955,65,F,married,secondary,business_owner,Bagmati,retail,71581,777,0,2,1
B00956,38,M,single,master,salaried,Gandaki,retail,52025,763,0,3,1
B00957,58,M,divorced,master,salaried,Sudurpashchim,manufacturing,70649,595,0,0,1
B00958,55,M,single,secondary,salaried,Karnali,agriculture,48137,605,0,1,1
B00959,35,F,married,bachelor,salaried,Karnali,retail,77132,617,0,4,1
B00960,45,M,single,bachelor,self-employed,Bagmati,wholesale,53137,762,0,0,0
B00961,57,F,married,bachelor,agriculture,Sudurpashchim,construction,54605,642,0,2,1
B00962,48,F,married,bachelor,business_owner,Karnali,retail,68217,594,0,1,1
B00963,30,M,married,bachelor,agriculture,Madhesh,education,29362,743,0,1,0
B00964,59,F,single,secondary,salaried,Koshi,agriculture,22755,708,0,3,1
B00965,37,M,single,primary,self-employed,Madhesh,services,80191,799,0,1,0
B00966,59,F,married,secondary,salaried,Lumbini,services,99081,708,0,3,0
B00967,42,F,married,master,salaried,Madhesh,retail,97946,673,1,1,0
B00968,46,M,divorced,bachelor,salaried,Sudurpashchim,construction,76481,689,0,4,1
B00969,64,F,single,master,self-employed,Gandaki,retail,24969,650,0,1,1
B00970,45,M,married,phd,informal,Karnali,wholesale,57658,747,0,0,0
B00971,37,M,single,secondary,salaried,Sudurpashchim,manufacturing,74513,750,0,1,0
B00972,33,F,single,bachelor,salaried,Karnali,wholesale,61869,588,0,2,1
B00973,40,M,married,bachelor,agriculture,Gandaki,services,71732,727,0,3,0
B00974,45,M,married,phd,salaried,Karnali,construction,82308,616,0,1,1
B00975,24,M,single,phd,agriculture,Madhesh,services,85307,808,0,2,1
B00976,30,F,single,bachelor,business_owner,Lumbini,health,56746,758,1,3,1
B00977,23,M,single,secondary,informal,Bagmati,education,25088,612,0,3,0
B00978,61,M,married,master,self-employed,Gandaki,services,50230,688,0,2,1
B00979,65,F,widowed,primary,business_owner,Madhesh,services,107174,730,0,3,0
B00980,38,F,single,master,self-employed,Sudurpashchim,services,132645,641,0,2,0
B00981,67,M,single,master,business_owner,Madhesh,agriculture,91938,600,0,0,0
B00982,56,M,married,secondary,self-employed,Madhesh,wholesale,66933,681,0,0,0
B00983,67,M,divorced,bachelor,salaried,Bagmati,health,78345,666,0,4,1
B00984,42,M,married,secondary,self-employed,Koshi,manufacturing,110294,625,1,0,1
B00985,54,M,single,secondary,self-employed,Karnali,services,17896,743,0,1,1
B00986,67,F,single,secondary,agriculture,Karnali,agriculture,68714,604,0,3,1
B00987,28,F,married,master,business_owner,Sudurpashchim,services,90515,669,0,0,0
B00988,60,F,married,master,business_owner,Lumbini,construction,115390,685,0,3,0
B00989,69,M,single,master,salaried,Sudurpashchim,manufacturing,98365,692,0,3,1
B00990,64,F,married,secondary,business_owner,Koshi,retail,110260,737,0,4,0
B00991,39,M,single,master,self-employed,Karnali,retail,39043,662,0,1,1
B00992,62,F,married,bachelor,informal,Lumbini,education,22891,532,0,1,0
B00993,61,F,married,secondary,informal,Sudurpashchim,manufacturing,44563,654,1,3,1
B00994,57,M,single,primary,salaried,Lumbini,health,63312,715,0,1,1
B00995,26,F,married,secondary,agriculture,Madhesh,retail,51070,667,0,2,0
B00996,46,M,married,master,salaried,Gandaki,wholesale,61974,667,0,2,1
B00997,54,F,widowed,bachelor,salaried,Madhesh,retail,94828,704,0,1,0
B00998,65,M,married,bachelor,self-employed,Bagmati,manufacturing,85743,711,0,3,1
B00999,26,M,single,secondary,salaried,Karnali,services,34740,577,0,2,0
B01000,57,F,married,bachelor,business_owner,Lumbini,retail,156743,674,0,0,0
B01001,53,M,single,primary,salaried,Sudurpashchim,agriculture,108125,664,0,0,0
B01002,42,F,divorced,secondary,salaried,Gandaki,manufacturing,73098,679,0,0,1
B01003,41,M,married,bachelor,self-employed,Sudurpashchim,wholesale,91976,567,0,1,1
B01004,26,F,married,secondary,business_owner,Karnali,services,84905,748,0,2,0
B01005,26,F,single,master,informal,Lumbini,construction,41363,675,0,0,1
B01006,68,M,married,secondary,business_owner,Lumbini,retail,142629,698,0,1,0
B01007,24,M,married,bachelor,business_owner,Madhesh,wholesale,170930,772,0,3,0
B01008,50,M,married,secondary,salaried,Gandaki,services,78920,699,0,2,1
B01009,31,M,single,bachelor,salaried,Gandaki,construction,106360,590,1,1,0
B01010,50,M,single,primary,salaried,Karnali,education,71969,670,0,4,1
B01011,51,F,married,primary,self-employed,Lumbini,services,51349,712,0,1,0
B01012,44,F,divorced,master,business_owner,Gandaki,wholesale,70812,678,0,3,0
B01013,29,F,single,secondary,self-employed,Gandaki,education,122032,769,0,2,0
B01014,23,F,married,master,business_owner,Sudurpashchim,health,165319,628,0,2,1
B01015,51,F,married,phd,self-employed,Karnali,agriculture,35661,743,0,2,1
B01016,60,F,married,secondary,salaried,Madhesh,health,65809,721,0,1,0
B01017,57,M,single,secondary,salaried,Sudurpashchim,agriculture,66536,680,0,3,1
B01018,56,F,single,bachelor,agriculture,Sudurpashchim,construction,36472,693,0,3,1
B01019,44,F,married,phd,business_owner,Koshi,services,56533,621,0,1,0
B01020,51,F,single,master,informal,Bagmati,services,33395,658,0,1,0
B01021,26,M,married,bachelor,salaried,Koshi,retail,50933,707,0,3,0
B01022,22,M,married,master,informal,Gandaki,construction,24202,667,0,2,0
B01023,40,M,married,secondary,salaried,Lumbini,health,86581,678,0,3,1
B01024,48,F,married,phd,salaried,Bagmati,agriculture,75658,730,0,2,0
B01025,31,M,married,phd,informal,Bagmati,services,38038,570,0,2,0
B01026,24,M,single,secondary,salaried,Lumbini,retail,28588,695,1,0,0
B01027,35,F,married,secondary,business_owner,Bagmati,wholesale,106541,773,1,1,0
B01028,26,M,married,primary,salaried,Lumbini,wholesale,80421,654,0,1,1
B01029,69,M,married,secondary,self-employed,Bagmati,manufacturing,62918,607,0,2,1
B01030,50,M,single,master,informal,Sudurpashchim,health,27750,654,0,2,0
B01031,58,F,single,secondary,salaried,Karnali,retail,67539,592,1,2,1
B01032,22,F,single,primary,business_owner,Karnali,retail,135078,687,0,2,0
B01033,35,M,married,secondary,salaried,Koshi,manufacturing,30001,671,0,3,1
B01034,31,F,married,phd,business_owner,Sudurpashchim,wholesale,180930,693,0,1,0
B01035,28,M,married,bachelor,salaried,Bagmati,education,45017,668,0,2,0
B01036,46,F,single,secondary,salaried,Madhesh,services,61544,686,0,0,0
B01037,65,F,single,secondary,salaried,Lumbini,wholesale,93625,700,0,1,0
B01038,64,F,married,phd,salaried,Sudurpashchim,wholesale,72507,609,0,1,0
B01039,25,M,married,master,informal,Bagmati,retail,61441,694,0,1,1
B01040,26,F,single,secondary,salaried,Karnali,manufacturing,101073,755,0,1,1
B01041,46,F,married,primary,salaried,Karnali,retail,40806,622,0,0,0
B01042,24,M,single,primary,self-employed,Lumbini,services,112061,692,0,1,1
B01043,39,F,divorced,secondary,salaried,Madhesh,services,96509,746,0,4,1
B01044,40,M,divorced,bachelor,business_owner,Bagmati,retail,103088,611,0,1,0
B01045,53,F,married,master,informal,Bagmati,retail,40556,719,0,2,0
B01046,40,M,single,bachelor,self-employed,Madhesh,manufacturing,27608,663,0,2,0
B01047,69,F,married,master,agriculture,Madhesh,agriculture,64059,731,0,1,1
B01048,32,M,single,secondary,self-employed,Madhesh,health,15000,630,0,0,1
B01049,67,M,married,bachelor,salaried,Karnali,retail,89376,675,0,0,0
B01050,21,M,married,bachelor,business_owner,Lumbini,retail,56204,591,0,2,0
B01051,46,M,married,secondary,self-employed,Sudurpashchim,retail,126720,699,0,1,1
B01052,34,M,married,secondary,business_owner,Madhesh,services,137832,700,0,0,1
B01053,58,M,married,bachelor,informal,Lumbini,agriculture,60134,705,0,1,1
B01054,57,F,single,primary,self-employed,Koshi,education,60616,702,0,2,0
B01055,31,M,married,secondary,informal,Bagmati,agriculture,24998,670,0,2,1
B01056,56,M,married,bachelor,business_owner,Bagmati,retail,40637,594,0,1,1
B01057,33,F,married,phd,self-employed,Gandaki,services,117736,730,0,1,0
B01058,63,M,single,bachelor,self-employed,Koshi,education,104888,673,0,1,1
B01059,23,F,single,master,salaried,Sudurpashchim,services,83968,697,0,0,0
B01060,53,F,widowed,secondary,informal,Madhesh,services,49371,665,0,1,0
B01061,26,F,single,master,business_owner,Madhesh,health,144474,783,0,2,1
B01062,70,F,widowed,bachelor,salaried,Sudurpashchim,construction,64166,644,1,2,0
B01063,30,F,widowed,master,salaried,Karnali,construction,77406,642,0,2,1
B01064,25,M,married,secondary,business_owner,Koshi,wholesale,81442,589,0,2,0
B01065,43,M,married,bachelor,salaried,Madhesh,services,63145,681,0,1,1
B01066,30,M,married,bachelor,salaried,Gandaki,retail,130866,777,0,1,0
B01067,64,F,married,secondary,self-employed,Lumbini,manufacturing,86167,682,0,1,1
B01068,22,M,married,secondary,salaried,Bagmati,retail,30567,687,0,2,0
B01069,33,F,married,primary,self-employed,Koshi,construction,72742,729,0,0,0
B01070,60,O,married,primary,salaried,Bagmati,construction,48849,684,0,4,1
B01071,22,F,married,master,salaried,Lumbini,manufacturing,73184,741,0,2,0
B01072,40,M,married,secondary,business_owner,Koshi,retail,79978,749,0,1,0
B01073,21,M,married,secondary,self-employed,Lumbini,retail,78645,642,0,2,0
B01074,57,F,married,bachelor,salaried,Madhesh,construction,55203,596,0,0,1
